"WCVP_taxon_id";"Analysis_species_key";"Species_current";"Genus_current";"Research_studied_binary";"Research_article_count";"Research_evidence_record_count";"Chem_richness_entities_observed";"Chem_richness_exact_structures";"Chem_richness_classes";"Chem_richness_domains";"Chem_organ_primary_count";"Research_log1p_articles";"Research_log1p_evidence_records";"Chem_entities_per_article_observed";"POWO_native_L1_count";"POWO_native_L2_count";"POWO_native_L3_count";"POWO_native_continents";"POWO_native_codes_L3";"Trait_data_available";"Human_use_resolved";"Human_use_broad_candidate";"Human_use_any";"Economic_quantitative_data_available";"Tree_included";"Tree_match_method";"Tree_tip_original";"Tree_tip_analysis";"WCVP_taxonomic_status";"POWO_url";"WCVP_locality_count";"WCVP_TDWG_count";"WCVP_localities";"WCVP_TDWG_codes";"PalmTraits_available";"PalmTraits_source_rows_collapsed";"PalmTraits_name";"PalmTribe";"PalmSubfamily";"Climbing";"Acaulescent";"Erect";"StemSolitary";"StemArmed";"LeavesArmed";"MaxStemHeight_m";"MaxStemDia_cm";"UnderstoreyCanopy";"MaxLeafNumber";"Max_Blade_Length_m";"Max_Rachis_Length_m";"Max_Petiole_length_m";"AverageFruitLength_cm";"MinFruitLength_cm";"MaxFruitLength_cm";"AverageFruitWidth_cm";"MinFruitWidth_cm";"MaxFruitWidth_cm";"FruitSizeCategorical";"FruitShape";"FruitColorDescription";"MainFruitColors";"Conspicuousness";"Chemically_studied_250";"Chemistry_source_taxa_collapsed";"Chemistry_merge_review";"Chemistry_name_original";"Article_count";"Organ_primary_count";"Occurrence_or_presence_records";"Chemical_entity_count";"Exact_structure_count";"Chemical_domain_count";"Chemical_class_count";"Compounds_per_article";"Commodity_species_resolved";"Commodity_candidate_broad";"Commodity_assignment_count";"Commodity_domains";"Commodity_ids";"Commodity_min_confidence";"FAOSTAT_GPV_current_USD_mean_2020_2024";"FAOSTAT_GPV_constant_USD_mean_2020_2024";"FAOSTAT_production_t_mean_2020_2024";"FAOSTAT_area_harvested_ha_mean_2020_2024";"FAOSTAT_yield_kg_ha_mean_2020_2024";"IBGE_PEVS_value_BRL_mean_2020_2024";"IBGE_PAM_value_BRL_mean_2020_2024";"POWO_native_regions_L2";"POWO_native_areas_L3";"Range_log1p_native_L3";"GBIF_native_records";"GBIF_native_unique_coordinates";"GBIF_native_WGSRPD_L3_count";"GBIF_native_WGSRPD_L3_codes";"GBIF_coordinate_uncertainty_missing_share";"GHS_unique_1km_cells";"GBIF_unique_10km_cells";"GHS_cells_with_population_data";"GHS_POP_2025_sum_unique_1km_cells";"GHS_POP_2025_mean";"GHS_POP_2025_median";"GHS_POP_2025_p75";"GHS_POP_2025_max";"GHS_POP_2025_mean_log1p";"GHS_POP_2025_median_log1p";"GHS_POP_2025_share_nonzero";"GBIF_GHS_data_available";"PalmSubfamily_source";"z_Palm_stature_PC1";"z_Fruit_size_PC1";"z_log_native_range_L3";"z_log_WCVP_TDWG_sensitivity";"z_log_GBIF_10km_cells";"z_GHS_mean_exposure";"Trait_leaf_blade_z";"Trait_climbing";"Trait_acaulescent";"Trait_erect";"Trait_solitary";"Trait_stem_armed";"Trait_leaves_armed";"Trait_canopy";"Native_Africa";"Native_Asia_temperate";"Native_Asia_tropical";"Native_Australasia";"Native_Europe";"Native_Northern_America";"Native_Pacific";"Native_Southern_America"
"17586";"WCVP_17586";"Astrocaryum urostachys";"Astrocaryum";0;;;;;;;;0;0;;1;1;3;"SOUTHERN AMERICA";"CLM | ECU | PER";1;0;0;0;0;1;"exact_current_name";"Astrocaryum_urostachys";"WCVP_17586";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:25891-2";3;3;"Colombia; Ecuador; Peru";"CLM; ECU; PER";1;1;"Astrocaryum urostachys";"Cocoseae";"Arecoideae";0;0;1;2;1;1;10;20;"canopy";15;8;6;2.57;7.5;6;9;2.5;;;"large";"globose";"immature fruits oviate; yellow with black spines";;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Western South America";"Colombia | Ecuador | Peru";1.38629436111989;9432;138;3;"CLM | ECU | PER";0.36231884057971;125;57;125;2051.72777714021;16.4138222171217;0;0;1196.69182261452;0.566718160619447;0;0.192;1;"PalmTraits";0.739646861273621;1.80583567885625;0.830911558977368;0.744864257681699;1.19287634897341;-0.670405411695643;2.14853252259241;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1
"17587";"WCVP_17587";"Astrocaryum vulgare";"Astrocaryum";1;2;23;19;8;2;1;1;1.09861228866811;3.17805383034795;9.5;1;2;6;"SOUTHERN AMERICA";"BZC | BZE | BZN | FRG | GUY | SUR";1;0;0;0;0;1;"exact_current_name";"Astrocaryum_vulgare";"WCVP_17587";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664361-1";6;6;"Brazil North; Brazil Northeast; Brazil West-Central; French Guiana; Guyana; Suriname";"BZC; BZE; BZN; FRG; GUY; SUR";1;1;"Astrocaryum vulgare";"Cocoseae";"Arecoideae";0;0;1;0;1;1;15;20;"canopy";16;7.5;5;2.6;4.25;3.5;5;3.2;2.5;3.7;"large";"ovoid";"yellow; orange";"yellow; orange";"conspicuous";1;1;0;"Astrocaryum vulgare";2;1;23;19;8;1;2;9.5;0;0;0;;;;;;;;;;;"Brazil | Northern South America";"Brazil North | Brazil Northeast | Brazil West-Central | French Guiana | Guyana | Suriname";1.94591014905531;366;321;6;"BZC | BZE | BZN | FRG | GUY | SUR";0.610591900311527;236;127;236;85349.668323929;361.651136965801;4.30084683001042;56.110968815512;8073.5093434751;2.48319132869607;1.66743167707362;0.669491525423729;1;"PalmTraits";0.961902282077479;1.47324814241629;1.96523219457867;1.79847212413617;1.74689991976464;0.448329948039744;2.03988747786901;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1
"17762";"WCVP_17762";"Attalea allenii";"Attalea";0;;;;;;;;0;0;;1;2;2;"SOUTHERN AMERICA";"CLM | PAN";1;0;0;0;0;1;"exact_current_name";"Attalea_allenii";"WCVP_17762";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26553-2";2;2;"Colombia; Panamá";"CLM; PAN";1;1;"Attalea allenii";"Cocoseae";"Arecoideae";0;1;0;1;0;0;0;;"understorey";15;8.33;5.1;2.98;7;6;8;4.25;3.5;5;"large";;"light brown";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Central America | Western South America";"Colombia | Panamá";1.09861228866811;535;96;2;"CLM | PAN";0.770833333333333;87;58;87;43989.840286864;505.630348124873;0;24.1326837893576;15278.6815462112;1.89268419724451;0;0.436781609195402;1;"PalmTraits";;2.24940297549231;0.247790570774904;0.20323533814861;1.20484056260875;0.103623213223429;2.21698011118634;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"17763";"WCVP_17763";"Attalea amygdalina";"Attalea";0;;;;;;;;0;0;;1;1;1;"SOUTHERN AMERICA";"CLM";1;0;0;0;0;1;"exact_current_name";"Attalea_amygdalina";"WCVP_17763";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664411-1";1;1;"Colombia";"CLM";1;1;"Attalea amygdalina";"Cocoseae";"Arecoideae";0;1;0;1;0;0;0.5;25;"understorey";15;9.32;9;;7.5;6;9;5;;;"large";"globose";"brown";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Western South America";"Colombia";0.693147180559945;188;22;1;"CLM";0.636363636363636;19;16;19;3566.86438435596;187.729704439787;5.26005404442549;21.6123288981617;3212.56023581326;2.14943734718308;1.83418881836955;0.736842105263158;1;"PalmTraits";-0.327210849279847;2.48980593158887;-0.574072302036827;-0.560147748400181;0.333951247397408;0.253502080480408;2.40867046254212;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"17765";"WCVP_17765";"Attalea attaleoides";"Attalea";0;;;;;;;;0;0;;1;2;4;"SOUTHERN AMERICA";"BZN | FRG | GUY | SUR";1;0;0;0;0;1;"exact_current_name";"Attalea_attaleoides";"WCVP_17765";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26555-2";4;4;"Brazil North; French Guiana; Guyana; Suriname";"BZN; FRG; GUY; SUR";1;1;"Attalea attaleoides";"Cocoseae";"Arecoideae";0;1;0;1;0;0;0;;"understorey";11;8;6;2.1;5;4.5;5.5;2.25;2;2.5;"large";"ovoid";"brownish";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil | Northern South America";"Brazil North | French Guiana | Guyana | Suriname";1.6094379124341;22;14;2;"BZN | SUR";0.785714285714286;12;10;12;1023.92957087373;85.3274642394778;0.000672800873871895;0.283205051906407;987.121619038284;0.941736434138456;0.000672348618514285;0.5;1;"PalmTraits";;1.30413329453259;1.28321533670116;1.16498428660477;0.0292767200594535;-0.451489639682153;2.14853252259241;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"17766";"WCVP_17766";"Attalea barreirensis";"Attalea";0;;;;;;;;0;0;;1;1;2;"SOUTHERN AMERICA";"BZC | BZE";1;0;0;0;0;1;"exact_current_name";"Attalea_barreirensis";"WCVP_17766";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1014709-1";2;2;"Brazil Northeast; Brazil West-Central";"BZC; BZE";1;1;"Attalea barreirensis";"Cocoseae";"Arecoideae";0;1;0;1;0;0;0;;"understorey";9;2.13;1.8;0.38;5.25;5;5.5;3.75;3;4.5;"large";;"yellow to orange-red or crimson";"yellow; orange; red";"conspicuous";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil";"Brazil Northeast | Brazil West-Central";1.09861228866811;65;45;2;"BZC | BZE";1;40;37;40;3947.97531800699;98.6993829501748;0;1.79858758766204;1600.2809441369;1.21978567055865;0;0.375;1;"PalmTraits";;1.8334726107558;0.247790570774904;0.20323533814861;0.896923298407543;-0.289179246971109;0.140954408494955;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"17772";"WCVP_17772";"Attalea butyracea";"Attalea";0;;;;;;;;0;0;;2;6;16;"NORTHERN AMERICA | SOUTHERN AMERICA";"BOL | BZC | BZN | CLM | COS | ECU | GUA | HON | MXG | MXS | MXT | NIC | PAN | PER | TRT | VEN";1;0;0;0;0;1;"exact_current_name";"Attalea_butyracea";"WCVP_17772";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1172851-2";16;16;"Bolivia; Brazil North; Brazil West-Central; Colombia; Costa Rica; Ecuador; Guatemala; Honduras; Mexico Gulf; Mexico Southeast; Mexico Southwest; Nicaragua; Panamá; Peru; Trinidad-Tobago; Venezuela";"BOL; BZC; BZN; CLM; COS; ECU; GUA; HON; MXG; MXS; MXT; NIC; PAN; PER; TRT; VEN";1;13;"Attalea butyracea";"Cocoseae";"Arecoideae";0;0;1;1;0;0;25;75;"canopy";35;13.34;10;2.75;8.25;4.5;12;3.75;3;4.5;"large";"ovoid";"dull orange; yellow or brown";"orange; yellow; brown";"conspicuous";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil | Caribbean | Central America | Mexico | Northern South America | Western South America";"Bolivia | Brazil North | Brazil West-Central | Colombia | Costa Rica | Ecuador | Guatemala | Honduras | Mexico Gulf | Mexico Southeast | Mexico Southwest | Nicaragua | Panamá | Peru | Trinidad-Tobago | Venezuela";2.83321334405622;21038;2683;15;"BOL | BZN | CLM | COS | ECU | GUA | HON | MXG | MXS | MXT | NIC | PAN | PER | TRT | VEN";0.837868058143869;1411;710;1411;274237.624653073;194.35692746497;2.37572455406189;19.308545710519;22121.2501678467;1.800179363242;1.21660998396847;0.598866052445074;1;"PalmTraits";1.94236002305044;2.29232255882309;3.76376316140094;3.4690283277632;2.94695988955827;0.049623798846591;3.0339652787855;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1
"17775";"WCVP_17775";"Attalea cephalotus";"Attalea";0;;;;;;;;0;0;;1;2;4;"SOUTHERN AMERICA";"BOL | BZN | CLM | PER";1;0;0;0;0;1;"exact_current_name";"Attalea_cephalotus";"WCVP_17775";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664421-1";4;4;"Bolivia; Brazil North; Colombia; Peru";"BOL; BZN; CLM; PER";1;2;"Attalea moorei";"Cocoseae";"Arecoideae";0;0;1;1;0;0;;;;;;;;;;;;;;;"elongate";"brown";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil | Western South America";"Bolivia | Brazil North | Colombia | Peru";1.6094379124341;39;28;4;"BOL | BZN | CLM | PER";0.857142857142857;25;20;25;6081.4615820758;243.258463283032;0;1.20988858863711;5949.53260890394;0.981213870310928;0;0.28;1;"PalmTraits";;;1.28321533670116;1.16498428660477;0.48184425365198;-0.428444806864501;;0;0;1;1;0;0;;0;0;0;0;0;0;0;1
"17777";"WCVP_17777";"Attalea cohune";"Attalea";1;1;1;1;1;1;1;1;0.693147180559945;0.693147180559945;1;2;3;6;"NORTHERN AMERICA | SOUTHERN AMERICA";"BLZ | CLM | GUA | HON | MXS | MXT";1;0;0;0;0;1;"exact_current_name";"Attalea_cohune";"WCVP_17777";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26558-2";8;8;"Belize; Colombia; El Salvador; Guatemala; Honduras; Mexico Southeast; Mexico Southwest; Trinidad-Tobago";"BLZ; CLM; ELS; GUA; HON; MXS; MXT; TRT";1;2;"Attalea cohune";"Cocoseae";"Arecoideae";0;0;1;1;0;0;25;60;"canopy";30;14.35;9;4.1;6;4;8;3.9;3.3;4.5;"large";;"brown or yellow-brown";"brown";"cryptic";1;1;0;"Attalea cohune";1;1;1;1;1;1;1;1;0;0;0;;;;;;;;;;;"Central America | Mexico | Western South America";"Belize | Colombia | Guatemala | Honduras | Mexico Southeast | Mexico Southwest";1.94591014905531;1053;490;6;"BLZ | CLM | GUA | HON | MXS | MXT";0.246938775510204;307;172;307;102319.059925584;333.286840148482;1.50260458886623;61.1938399386127;10015.6605370045;2.15322426728282;0.917332025086643;0.592833876221499;1;"PalmTraits";1.82399194527896;2.00556664249159;1.96523219457867;2.27163043077928;1.95774954802355;0.255712683524918;3.1633367561647;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1
"17778";"WCVP_17778";"Attalea colenda";"Attalea";1;1;8;8;8;1;1;1;0.693147180559945;2.19722457733622;8;1;1;2;"SOUTHERN AMERICA";"CLM | ECU";1;0;0;0;0;1;"exact_current_name";"Attalea_colenda";"WCVP_17778";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:272952-2";2;2;"Colombia; Ecuador";"CLM; ECU";1;1;"Attalea colenda";"Cocoseae";"Arecoideae";0;0;1;1;0;0;35;60;"canopy";25;12.5;10;2.6;5;4;6;3.5;;;"large";"globose";"orange-brown";"brown";"cryptic";1;1;0;"Attalea colenda";1;1;8;8;8;1;1;8;0;0;0;;;;;;;;;;;"Western South America";"Colombia | Ecuador";1.09861228866811;120;57;2;"CLM | ECU";0.473684210526316;50;38;50;4807.37591672549;96.1475183345099;1.96746200323105;12.8304622056894;3905.65114115924;1.5468436612705;1.08770628729543;0.56;1;"PalmTraits";2.017021454216;1.717084475417;0.247790570774904;0.20323533814861;0.9151032674114;-0.0982601435951074;2.91922876562563;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"17779";"WCVP_17779";"Attalea compta";"Attalea";0;;;;;;;;0;0;;1;1;3;"SOUTHERN AMERICA";"BZC | BZL | BZS";1;0;0;0;0;1;"exact_current_name";"Attalea_compta";"WCVP_17779";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319683-2";3;3;"Brazil South; Brazil Southeast; Brazil West-Central";"BZC; BZL; BZS";1;2;"Attalea compta";"Cocoseae";"Arecoideae";0;0;1;1;0;0;15;;"canopy";;6.5;6.5;;8.75;8;9.5;5.25;5;5.5;"large";"globose";"brown";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil";"Brazil South | Brazil Southeast | Brazil West-Central";1.38629436111989;38;21;2;"BZC | BZL";1;17;17;17;16515.6541026476;971.509064861621;12.3356656174874;2103.24667720497;4916.44000267982;3.60524350185447;2.59044207146043;0.764705882352941;1;"PalmTraits";;2.70218936108563;0.830911558977368;0.744864257681699;0.373955818468282;1.10332447783013;1.80198102892457;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"17784";"WCVP_17784";"Attalea crassispatha";"Attalea";0;;;;;;;;0;0;;1;1;1;"SOUTHERN AMERICA";"HAI";1;0;0;0;0;1;"exact_current_name";"Attalea_crassispatha";"WCVP_17784";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664428-1";1;1;"Haiti";"HAI";1;1;"Attalea crassispatha";"Cocoseae";"Arecoideae";0;0;1;1;0;0;20;35;"canopy";19;5.4;4;1.45;3.75;3.5;4;2;;;"small";"globose";"reddish";"red";"conspicuous";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Caribbean";"Haiti";0.693147180559945;14;8;1;"HAI";0.5;6;3;6;14309.7156235427;2384.95260392378;1205.54759122804;2411.14503909089;8434.43533378839;6.97510404611544;7.09460847611964;1;1;"PalmTraits";1.41338938300968;0.929136381121322;-0.574072302036827;-0.560147748400181;-0.678732089980789;3.07047028035939;1.500509216828;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"17786";"WCVP_17786";"Attalea cuatrecasasiana";"Attalea";0;;;;;;;;0;0;;1;1;1;"SOUTHERN AMERICA";"CLM";0;0;0;0;0;0;"not_in_TREE_nex";;;"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77177001-1";1;1;"Colombia";"CLM";0;0;;;"Arecoideae";;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Western South America";"Colombia";0.693147180559945;2;2;1;"CLM";1;2;2;2;4.1498703956604;2.0749351978302;2.0749351978302;3.1124027967453;4.1498703956604;0.819485774233897;0.819485774233897;0.5;1;"Genus mapping from PalmTraits taxonomy";;;-0.574072302036827;-0.560147748400181;-0.88007773867988;-0.522853089097661;;;;;;;;;0;0;0;0;0;0;0;1
"17787";"WCVP_17787";"Attalea dahlgreniana";"Attalea";0;;;;;;;;0;0;;1;2;2;"SOUTHERN AMERICA";"BZN | SUR";1;0;0;0;0;1;"exact_current_name";"Attalea_dahlgreniana";"WCVP_17787";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26561-2";2;2;"Brazil North; Suriname";"BZN; SUR";1;1;"Attalea dahlgreniana";"Cocoseae";"Arecoideae";0;0;1;1;0;0;15;55;"canopy";20;9.3;8.2;1.15;7.5;6;9;3.25;2.5;4;"large";"ovoid";"brownish";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil | Northern South America";"Brazil North | Suriname";1.09861228866811;13;8;2;"BZN | SUR";1;7;6;7;37.3966519180686;5.34237884543837;0;1.27758934441954;34.8414732292295;0.703701749809412;0;0.428571428571429;1;"PalmTraits";1.48996172874582;2.05221378722286;0.247790570774904;0.20323533814861;-0.287062901547101;-0.590441659798151;2.40498322411593;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"17788";"WCVP_17788";"Attalea dubia";"Attalea";1;1;13;13;13;2;2;1;0.693147180559945;2.63905732961526;13;1;1;2;"SOUTHERN AMERICA";"BZL | BZS";1;0;0;0;0;1;"exact_current_name";"Attalea_dubia";"WCVP_17788";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26562-2";2;2;"Brazil South; Brazil Southeast";"BZL; BZS";1;1;"Attalea dubia";"Cocoseae";"Arecoideae";0;0;1;1;0;0;25;35;"canopy";35;7;7;;6.25;6;6.5;3;3;4;"large";"elongate";"reddish brown";"brown";"cryptic";1;1;0;"Attalea dubia";1;1;13;13;13;2;2;13;0;0;0;;;;;;;;;;;"Brazil";"Brazil South | Brazil Southeast";1.09861228866811;136;97;2;"BZL | BZS";0.484536082474227;73;52;73;24613.8591070991;337.176152152042;5.5802072621882;72.4856083933264;4449.5127133131;2.49817790610797;1.88406624365395;0.657534246575342;1;"PalmTraits";1.54007428130538;1.78911207995948;0.247790570774904;0.20323533814861;1.12978054689386;0.45707831684103;1.92465396619341;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"17789";"WCVP_17789";"Attalea eichleri";"Attalea";0;;;;;;;;0;0;;1;2;4;"SOUTHERN AMERICA";"BOL | BZC | BZE | BZN";1;0;0;0;0;1;"exact_current_name";"Attalea_eichleri";"WCVP_17789";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981488-1";4;4;"Bolivia; Brazil North; Brazil Northeast; Brazil West-Central";"BOL; BZC; BZE; BZN";1;1;"Attalea eichleri";"Cocoseae";"Arecoideae";0;1;0;1;0;0;1.5;;"understorey";8;2.73;2;0.78;7.5;7;8;4.75;4;5.5;"large";"globose";"dark brown";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil | Western South America";"Bolivia | Brazil North | Brazil Northeast | Brazil West-Central";1.6094379124341;164;90;4;"BOL | BZC | BZE | BZN";0.966666666666667;82;74;82;42574.6362449003;519.20288103537;0.00339042604900897;6.04470941144973;7110.11797952652;1.8806362414536;0.00337898276125041;0.5;1;"PalmTraits";;2.43579906848186;1.28321533670116;1.16498428660477;1.37277950583452;0.0965902558200401;0.474302525234081;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"17791";"WCVP_17791";"Attalea exigua";"Attalea";0;;;;;;;;0;0;;1;2;4;"SOUTHERN AMERICA";"BZC | BZE | BZL | PAR";1;0;0;0;0;1;"exact_current_name";"Attalea_exigua";"WCVP_17791";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319674-2";4;4;"Brazil Northeast; Brazil Southeast; Brazil West-Central; Paraguay";"BZC; BZE; BZL; PAR";1;3;"Attalea geraensis";"Cocoseae";"Arecoideae";0;1;0;1;0;0;0;0;"understorey";8;2.6;2.2;0.45;6;5;7;3.75;3;4.5;"large";"elongate";"reddish brown";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil | Southern South America";"Brazil Northeast | Brazil Southeast | Brazil West-Central | Paraguay";1.6094379124341;177;110;4;"BZC | BZE | BZL | PAR";0.936363636363636;101;84;101;29419.114167677;291.278358095812;0;5.22283351421356;4970.52107976377;1.43407392613546;0;0.475247524752475;1;"PalmTraits";-2.32181495766403;1.96611362810841;1.28321533670116;1.16498428660477;1.46037986965461;-0.164089132127296;0.406873843559546;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"17793";"WCVP_17793";"Attalea funifera";"Attalea";0;;;;;;;;0;0;;1;1;1;"SOUTHERN AMERICA";"BZE";1;0;1;1;0;1;"exact_current_name";"Attalea_funifera";"WCVP_17793";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664434-1";1;1;"Brazil Northeast";"BZE";1;1;"Attalea funifera";"Cocoseae";"Arecoideae";0;0;1;1;0;0;15;30;"canopy";15;12;;;12.5;10;15;6;3;9;"large";"globose";"brownish";"brown";"cryptic";0;0;0;;;;;;;;;;0;1;1;"fibres_materials";"IBGE_PIACAVA";"medium";;;;;;;;"Brazil";"Brazil Northeast";0.693147180559945;89;65;1;"BZE";0.892307692307692;59;51;59;65135.0669994369;1103.98418643113;7.19138969480991;962.525525513338;14754.8358182698;3.33798695239838;2.1030835653766;0.796610169491525;1;"PalmTraits";1.17158255884482;3.22687763934036;-0.574072302036827;-0.560147748400181;1.11644891611049;0.947314283177904;2.84749305173664;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"17801";"WCVP_17801";"Attalea humilis";"Attalea";0;;;;;;;;0;0;;1;1;2;"SOUTHERN AMERICA";"BZE | BZL";1;0;0;0;0;1;"exact_current_name";"Attalea_humilis";"WCVP_17801";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319678-2";2;2;"Brazil Northeast; Brazil Southeast";"BZE; BZL";1;1;"Attalea humilis";"Cocoseae";"Arecoideae";0;1;0;1;0;0;0;;"understorey";15;8.5;5.5;2.75;6.5;4;9;5.25;2.5;8;"large";"ovoid";"brownish";"brown";"cryptic";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil";"Brazil Northeast | Brazil Southeast";1.09861228866811;151;103;2;"BZE | BZL";0.815533980582524;87;66;87;31953.018663954;367.276076597172;4.75245283544064;43.9402302503586;7513.10064449867;2.49643194893965;1.74962634392648;0.67816091954023;1;"PalmTraits";;2.39511562364956;0.247790570774904;0.20323533814861;1.29383512899007;0.456059119675466;2.25130191870315;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"17802";"WCVP_17802";"Attalea iguadummat";"Attalea";0;;;;;;;;0;0;;1;2;2;"SOUTHERN AMERICA";"CLM | PAN";1;0;0;0;0;1;"exact_current_name";"Attalea_iguadummat";"WCVP_17802";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:272953-2";2;2;"Colombia; Panamá";"CLM; PAN";1;1;"Attalea iguadummat";"Cocoseae";"Arecoideae";0;1;0;1;0;0;0;;"understorey";17;10.22;;;8.5;7;10;5.4;4.5;6.3;"large";"globose";;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Central America | Western South America";"Colombia | Panamá";1.09861228866811;24;9;2;"CLM | PAN";1;9;5;9;0;0;0;0;0;0;0;0;1;"PalmTraits";;2.70188294891921;0.247790570774904;0.20323533814861;-0.394951336730798;-1.00122540743055;2.56760177945574;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"17803";"WCVP_17803";"Attalea insignis";"Attalea";0;;;;;;;;0;0;;1;2;4;"SOUTHERN AMERICA";"BZN | CLM | ECU | PER";1;0;0;0;0;1;"exact_current_name";"Attalea_insignis";"WCVP_17803";"Accepted";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26571-2";4;4;"Brazil North; Colombia; Ecuador; Peru";"BZN; CLM; ECU; PER";1;1;"Attalea insignis";"Cocoseae";"Arecoideae";0;1;0;1;0;0;0;;"understorey";15;7;6;;7.5;7;8;3.75;3.5;4;"large";"ovoid";"orange";"orange";"conspicuous";0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;"Brazil | Western South America";"Brazil North | Colombia | Ecuador | Peru";1.6094379124341;1530;425;4;"BZN | CLM | ECU | PER";0.451764705882353;223;137;223;4419.91799835163;19.8202600822943;0;0.0365556671749801;1435.93505689502;0.630701829722129;0;0.260089686098655;1;"PalmTraits";;2.19335575317861;1.28321533670116;1.16498428660477;1.79954799900492;-0.633055140237046;1.92465396619341;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
